Time,pods,conn-pool_jdbc_TradeDataSource,conn-pool_jms_TradeStreamerTCF,cpu,heap,jvm_total_scavenge,jvm_total_global,jvm_seconds_global,jvm_seconds_scavenge,memory,rt,tp,thread_pool
2024-01-21 23:57:00,1.0,18.0,12.666666666666666,0.3384946593814754,536870912.0,0.6222222222222221,0.0222222222222222,0.8333333333332723,1.018106262986051,1257472.0,0.1300268444760003,103.71250444444443,9.5
2024-01-21 23:58:00,1.0,35.5,27.0,0.7078277607776245,536870912.0,0.8444444444444443,0.0222222222222222,1.1111111111111147,0.9931644551668684,1257472.0,0.1528902560501032,221.0444444444444,17.5
2024-01-21 23:59:00,1.0,52.0,40.75,0.9943287532890938,536870912.0,0.6888888888888888,0.0222222222222222,0.8333250054164497,1.0184258826353627,1257472.0,0.141197610752176,228.28888888888883,14.75
2024-01-22 00:00:00,3.0,69.75,58.75,0.5190360492345104,1610612736.0,0.711111111111111,0.0,0.0,1.041148166583706,3616768.0,0.133671095493476,250.82222222222225,8.833333333333334
2024-01-22 00:01:00,5.0,36.27777777777778,28.333333333333336,0.4872138615049295,1610612736.0,1.1555170399997674,0.066665185283944,1.111119135775921,0.9891780705602716,5828608.0,0.1659709845758803,272.9619446594071,6.0
2024-01-22 00:02:00,5.0,31.266666666666666,25.35,0.5483497416186248,2684354560.0,1.4888326000977643,0.0888859263209349,0.9575506005098724,1.0111936303045397,5681152.0,0.2012207223132609,292.2071198998652,4.95
2024-01-22 00:03:00,5.0,39.9,33.2,0.5444089396207021,2684354560.0,1.1777718521152143,0.0444444444444444,1.11111111111111,1.0259486443785442,5681152.0,0.2439395068471692,294.93131762045147,4.8
2024-01-22 00:04:00,5.0,53.65,43.9,0.5639086979230066,2684354560.0,1.222222222222222,0.0444444444444444,0.9408602150537632,1.0143266475644757,5681152.0,0.2596155541331277,342.93333333333334,5.05
2024-01-22 00:05:00,5.0,69.0,56.95,0.5342304466244805,2684354560.0,1.466641483160382,0.0222207408394995,0.833336113009026,0.9900274595706368,5681152.0,0.2822136532804631,331.0399380782022,4.85
2024-01-22 00:06:00,5.0,77.4,63.35000000000001,0.4593235802726194,2684354560.0,1.2444444444444442,0.0666666666666666,0.9725685785535936,0.9971845740849874,5681152.0,0.2845814399335609,273.0444444444444,4.65
2024-01-22 00:07:00,4.0,82.2,66.6,0.4140127225857826,2684354560.0,1.1332888987632377,0.0222222222222222,0.833333333333333,1.0060697031597954,5681152.0,0.3191164456889461,261.3662396010764,4.1
2024-01-22 00:08:00,3.0,88.25,72.55,0.3864831818189175,2684354560.0,0.8666666666666665,0.0222222222222222,1.111111111111116,0.9947544110634288,5681152.0,0.2417012611222853,240.4,4.25
2024-01-22 00:09:00,3.0,88.6,71.55,0.5771453190756668,2684354560.0,0.711111111111111,0.0222222222222222,1.111111111111113,0.9698825931597768,5681152.0,0.2043792510244194,168.22222222222226,4.5
2024-01-22 00:10:00,3.0,91.25,74.16666666666667,0.5081353125641109,1610612736.0,0.6444444444444444,0.0,0.0,0.9971321420692728,3342336.0,0.2003140432005433,160.84444444444446,4.75
2024-01-22 00:11:00,3.0,100.25,81.41666666666666,0.4511056358213414,1610612736.0,0.4666666666666666,0.0222222222222222,0.8333333333333376,1.0355839416058488,3342336.0,0.1656557885573597,142.6222222222222,4.083333333333334
2024-01-22 00:12:00,3.0,99.83333333333331,81.58333333333333,0.4097683778478418,1610612736.0,0.7999999999999999,0.0222222222222222,0.8333333333333489,1.0029336266960038,3342336.0,0.1826806192586824,192.9555555555556,4.916666666666667
2024-01-22 00:13:00,2.0,98.5,80.83333333333334,0.3778698743753256,1610612736.0,0.5111111111111111,0.0,0.0,0.9936102236421808,3342336.0,0.1430895059704893,131.02222222222218,4.583333333333333
2024-01-22 00:14:00,2.0,100.83333333333334,82.83333333333333,0.5681468739257712,1610612736.0,0.6666666666666665,0.0,0.0,1.0221483942414211,3342336.0,0.1113795405937873,207.7333333333333,5.166666666666666
2024-01-22 00:15:00,2.0,90.875,79.5,0.591260643953609,1073741824.0,0.8666666666666666,0.0,0.0,0.9868595091862904,2256896.0,0.1253847313680217,230.71111111111108,6.75
2024-01-22 00:16:00,2.0,98.0,86.5,0.5932120971249027,1073741824.0,0.6888888888888889,0.0222222222222222,1.1111111111111025,0.984362695466308,2256896.0,0.1405042823846884,222.06666666666663,6.625
2024-01-22 00:17:00,2.0,100.125,88.625,0.6036465277518993,1073741824.0,0.8444444444444443,0.0222222222222222,0.8333333333333365,1.0131814119749798,2256896.0,0.1047415492676735,283.0222222222222,7.5
2024-01-22 00:18:00,2.0,86.125,76.25,0.6477604847895804,1073741824.0,0.9555555555555556,0.0,0.0,1.0075387973946262,2256896.0,0.1283567962251481,224.46666666666667,8.0
2024-01-22 00:19:00,2.0,93.5,83.0,0.6531172251001649,1073741824.0,0.9777777777777776,0.0222222222222222,1.1111111111111251,1.011608623548922,2256896.0,0.1262921693299719,243.7333333333333,7.875
2024-01-22 00:20:00,2.0,95.0,87.5,0.6601277908273534,1073741824.0,0.6666666666666665,0.0,0.0,0.9834815756035636,2256896.0,0.1391422661737447,204.9333333333333,7.375
2024-01-22 00:21:00,2.0,84.0,77.75,0.6742821368576586,1073741824.0,0.8444444444444443,0.0222222222222222,1.1111111111110712,0.9740954827659948,2256896.0,0.134233309486012,281.9555555555555,8.625
2024-01-22 00:22:00,2.0,90.5,84.875,0.6636354928805298,1073741824.0,0.7777777777777777,0.0,0.0,0.9897249924448568,2256896.0,0.1190753202881253,166.73333333333332,5.5
