Time,pods
2024-01-03 16:16:00,1.0
2024-01-03 16:17:00,1.0
2024-01-03 16:18:00,1.0
2024-01-03 16:19:00,1.0
2024-01-03 16:20:00,2.0
2024-01-03 16:21:00,2.0
2024-01-03 16:22:00,2.0
2024-01-03 16:23:00,3.0
2024-01-03 16:24:00,3.0
2024-01-03 16:25:00,3.0
2024-01-03 16:26:00,3.0
2024-01-03 16:27:00,3.0
2024-01-03 16:28:00,3.0
2024-01-03 16:29:00,3.0
2024-01-03 16:30:00,3.0
2024-01-03 16:31:00,3.0
2024-01-03 16:32:00,3.0
2024-01-03 16:33:00,3.0
2024-01-03 16:34:00,3.0
2024-01-03 16:35:00,3.0
2024-01-03 16:36:00,3.0
2024-01-03 16:37:00,3.0
2024-01-03 16:38:00,3.0
2024-01-03 16:39:00,3.0
2024-01-03 16:40:00,3.0
2024-01-03 16:41:00,3.0
2024-01-03 16:42:00,3.0
2024-01-03 16:43:00,3.0
2024-01-03 16:44:00,3.0
2024-01-03 16:45:00,3.0
2024-01-03 16:46:00,3.0
2024-01-03 16:47:00,3.0
2024-01-03 16:48:00,3.0
2024-01-03 16:49:00,3.0
2024-01-03 16:50:00,3.0
2024-01-03 16:51:00,3.0
2024-01-03 16:52:00,3.0
2024-01-03 16:53:00,3.0
2024-01-03 16:54:00,3.0
2024-01-03 16:55:00,3.0
2024-01-03 16:56:00,3.0
2024-01-03 16:57:00,3.0
2024-01-03 16:58:00,2.0
2024-01-03 16:59:00,2.0
2024-01-03 17:00:00,2.0
2024-01-03 17:01:00,2.0
2024-01-03 17:02:00,2.0
2024-01-03 17:03:00,2.0
2024-01-03 17:04:00,2.0
2024-01-03 17:05:00,2.0
2024-01-03 17:06:00,2.0
2024-01-03 17:07:00,2.0
2024-01-03 17:08:00,2.0
2024-01-03 17:09:00,2.0
2024-01-03 17:10:00,2.0
2024-01-03 17:11:00,2.0
2024-01-03 17:12:00,2.0
2024-01-03 17:13:00,2.0
2024-01-03 17:14:00,2.0
2024-01-03 17:15:00,2.0
2024-01-03 17:16:00,2.0
2024-01-03 17:17:00,2.0
2024-01-03 17:18:00,2.0
2024-01-03 17:19:00,2.0
2024-01-03 17:20:00,2.0
2024-01-03 17:21:00,2.0
2024-01-03 17:22:00,2.0
2024-01-03 17:23:00,2.0
2024-01-03 17:24:00,2.0
2024-01-03 17:25:00,2.0
2024-01-03 17:26:00,2.0
2024-01-03 17:27:00,2.0
2024-01-03 17:28:00,2.0
2024-01-03 17:29:00,2.0
2024-01-03 17:30:00,3.0
2024-01-03 17:31:00,3.0
2024-01-03 17:32:00,3.0
2024-01-03 17:33:00,3.0
2024-01-03 17:34:00,3.0
2024-01-03 17:35:00,3.0
2024-01-03 17:36:00,3.0
2024-01-03 17:37:00,3.0
2024-01-03 17:38:00,3.0
2024-01-03 17:39:00,3.0
2024-01-03 17:40:00,3.0
2024-01-03 17:41:00,3.0
2024-01-03 17:42:00,3.0
2024-01-03 17:43:00,3.0
2024-01-03 17:44:00,3.0
2024-01-03 17:45:00,3.0
2024-01-03 17:46:00,3.0
2024-01-03 17:47:00,3.0
2024-01-03 17:48:00,3.0
2024-01-03 17:49:00,3.0
2024-01-03 17:50:00,3.0
2024-01-03 17:51:00,3.0
2024-01-03 17:52:00,3.0
2024-01-03 17:53:00,4.0
2024-01-03 17:54:00,4.0
2024-01-03 17:55:00,4.0
2024-01-03 17:56:00,4.0
2024-01-03 17:57:00,4.0
2024-01-03 17:58:00,4.0
2024-01-03 17:59:00,4.0
2024-01-03 18:00:00,4.0
2024-01-03 18:01:00,4.0
2024-01-03 18:02:00,4.0
2024-01-03 18:03:00,4.0
2024-01-03 18:04:00,4.0
2024-01-03 18:05:00,4.0
2024-01-03 18:06:00,4.0
2024-01-03 18:07:00,4.0
2024-01-03 18:08:00,4.0
2024-01-03 18:09:00,4.0
2024-01-03 18:10:00,4.0
2024-01-03 18:11:00,4.0
2024-01-03 18:12:00,4.0
2024-01-03 18:13:00,4.0
2024-01-03 18:14:00,4.0
2024-01-03 18:15:00,4.0
2024-01-03 18:16:00,4.0
2024-01-03 18:17:00,4.0
2024-01-03 18:18:00,4.0
2024-01-03 18:19:00,4.0
2024-01-03 18:20:00,4.0
2024-01-03 18:21:00,4.0
2024-01-03 18:22:00,4.0
2024-01-03 18:23:00,4.0
2024-01-03 18:24:00,4.0
2024-01-03 18:25:00,4.0
2024-01-03 18:26:00,4.0
2024-01-03 18:27:00,4.0
2024-01-03 18:28:00,4.0
2024-01-03 18:29:00,4.0
2024-01-03 18:30:00,4.0
2024-01-03 18:31:00,4.0
2024-01-03 18:32:00,4.0
2024-01-03 18:33:00,4.0
2024-01-03 18:34:00,4.0
