Time,pods,conn-pool_jdbc_TradeDataSource,conn-pool_jms_TradeStreamerTCF,cpu,heap,jvm_total_global,jvm_total_scavenge,jvm_seconds_global,jvm_seconds_scavenge,memory,rt,tp,thread_pool
2024-01-19 01:12:00,1.0,13.333333333333332,9.333333333333334,0.2345573093669062,536870912.0,0.0222222222222222,0.6,1.111111111110607,1.0194730813287514,1126400.0,0.0818734491753053,121.594825,5.0
2024-01-19 01:13:00,1.0,28.0,22.75,0.4907373845808689,536870912.0,0.0222222222222222,0.5111111111111111,1.1111111111111576,0.9989012086704612,1126400.0,0.0649935284039956,124.84444444444443,8.0
2024-01-19 01:14:00,1.0,46.0,40.5,0.6033881151082761,536870912.0,0.0,0.4888888888888888,0.0,1.0155096011816835,1126400.0,0.0667994889253134,109.17777777777776,4.75
2024-01-19 01:15:00,1.0,62.5,55.75,0.8516659158989641,536870912.0,0.0,0.5111111111111111,0.0,0.9823370747411436,1126400.0,0.0597474309072218,101.91111111111113,5.75
2024-01-19 01:16:00,2.0,77.5,70.25,0.5725748109534837,1073741824.0,0.0222222222222222,0.4951888888888888,0.8333333333333756,0.972226775956286,2248704.0,0.0514879838669116,109.7111111111111,4.875
2024-01-19 01:17:00,3.0,48.875,43.375,0.4315308608002837,1610612736.0,0.0222222222222222,0.6222222222222221,1.1111111111111032,0.9815861968972036,3088384.0,0.1011571781789958,124.57347592592592,4.166666666666667
2024-01-19 01:18:00,3.0,39.138888888888886,32.5,0.4499756084231543,1610612736.0,0.0444444444444444,0.5555555555555555,1.1111111111111056,1.0031563057499648,3047424.0,0.1803584118944484,103.22164722222222,4.083333333333334
2024-01-19 01:19:00,3.0,55.333333333333336,42.5,0.5141902018124337,1610612736.0,0.0222222222222222,0.5555555555555555,1.1111111111112426,0.9933435739887376,3047424.0,0.1529844340162467,150.48947444444445,4.583333333333333
2024-01-19 01:20:00,3.0,71.41666666666667,55.41666666666667,0.5441199514118354,1610612736.0,0.0222222222222222,0.6444444444444444,1.1111111111111112,0.9955601092896148,3047424.0,0.1664360977186255,142.5111111111111,4.5
2024-01-19 01:21:00,3.0,77.33333333333333,56.91666666666667,0.525770100476968,1610612736.0,0.0444444444444444,0.6666666666666665,0.9259259259259568,0.9308403699236024,3047424.0,0.1683978822313361,166.22222222222217,4.666666666666667
2024-01-19 01:22:00,3.0,92.25,68.41666666666667,0.490504589938195,1610612736.0,0.0,0.911111111111111,0.0,1.0190739886171398,3047424.0,0.1759794163355609,194.06388,4.416666666666667
2024-01-19 01:23:00,3.0,98.5,74.75,0.4833823206185338,1610612736.0,0.0444444444444444,1.111111111111111,0.9069493521790416,0.9783728115345,3047424.0,0.161120784531309,257.2222222222222,6.416666666666666
2024-01-19 01:24:00,3.0,93.83333333333334,77.25,0.4887407043012595,1610612736.0,0.0222222222222222,1.0,0.8333333333332972,0.984167736414206,3047424.0,0.1728815780457602,243.91111111111104,6.083333333333333
2024-01-19 01:25:00,3.0,103.66666666666669,86.5,0.5212127720978409,1610612736.0,0.0,1.1777777777777776,0.0,1.0052910052910011,3047424.0,0.1861332578440375,236.2444444444444,5.75
2024-01-19 01:26:00,3.0,103.5,86.41666666666667,0.5341345244982044,1610612736.0,0.0222222222222222,0.8444444444444443,0.8333333333333567,1.006158743339559,3047424.0,0.1614299388449698,188.48888888888888,5.333333333333333
2024-01-19 01:27:00,3.0,91.08333333333334,81.08333333333333,0.5306403733297232,1610612736.0,0.0,0.9777777777777776,0.0,1.007457436330366,3047424.0,0.1644370421562883,228.02222222222213,5.0
2024-01-19 01:28:00,3.0,97.91666666666666,85.41666666666667,0.515089667872144,1610612736.0,0.0222222222222222,1.0444444444444445,1.1111111111110883,0.9607244280126506,3047424.0,0.175901856621647,220.95555555555552,6.083333333333334
2024-01-19 01:29:00,3.0,98.75,88.58333333333333,0.5151342873866528,1610612736.0,0.0444444444444444,1.2,0.9057971014492682,1.0013312496382487,3047424.0,0.1680324729515096,245.97777777777773,6.166666666666667
2024-01-19 01:30:00,3.0,90.91666666666666,86.16666666666667,0.4865219495399871,1610612736.0,0.0222222222222222,1.1333333333333333,0.8333333333333336,0.9908293460925052,3047424.0,0.1941737860262187,248.8222222222222,5.75
2024-01-19 01:31:00,3.0,94.83333333333334,87.25,0.5093420104293799,1610612736.0,0.0,0.9333333333333332,0.0,0.947239617073349,3047424.0,0.167625315545503,236.73333333333332,5.75
2024-01-19 01:32:00,3.0,93.16666666666666,86.08333333333333,0.5145174283687339,1610612736.0,0.0222222222222222,1.3555555555555554,1.111111111111591,0.9996970614965226,3047424.0,0.1631095138758471,278.68888888888887,5.833333333333333
2024-01-19 01:33:00,3.0,87.41666666666666,84.33333333333334,0.5218852319401223,1610612736.0,0.0,1.0444681497285004,0.0,1.0091755066438868,3047424.0,0.1861651742162943,261.3163381262454,6.75
2024-01-19 01:34:00,3.0,97.41666666666669,88.75,0.509866762356726,1610612736.0,0.0222222222222222,1.0888888888888886,1.111111111111109,1.0012014417300703,3047424.0,0.1690299075755984,229.48888888888888,5.583333333333334
2024-01-19 01:35:00,3.0,94.91666666666666,85.16666666666667,0.5013445387974146,1610612736.0,0.0222222222222222,1.0,1.1111111111111014,1.0022421524663725,3047424.0,0.1660587221537644,225.11111111111103,4.833333333333334
2024-01-19 01:36:00,3.0,90.58333333333331,81.83333333333333,0.4822853104135747,1610612736.0,0.0,0.9333333333333332,0.0,0.9977827050997766,3047424.0,0.1614676759861315,211.40000000000003,5.583333333333334
2024-01-19 01:37:00,3.0,99.66666666666666,86.66666666666667,0.4618366588467784,1610612736.0,0.0222222222222222,1.0000197539643736,0.8333333333333327,0.9718918552167594,3047424.0,0.1701180691862731,227.6039665960463,5.75
2024-01-19 01:38:00,2.0,101.16666666666666,86.5,0.4596567861399923,1610612736.0,0.0222222222222222,1.0888888888888886,0.833333333333356,0.9971305595408958,3047424.0,0.139029531462541,258.57777777777784,5.833333333333333
2024-01-19 01:39:00,2.0,92.0,86.5,0.6757336777642269,1610612736.0,0.0,1.1777777777777776,0.0,0.9940135517400164,3047424.0,0.1212663477276559,260.511111111111,5.916666666666667
2024-01-19 01:40:00,2.0,105.125,92.75,0.6638292083565076,1073741824.0,0.0222222222222222,1.1555555555555554,1.111111111110916,1.0031419594401538,2191360.0,0.1240728977493115,218.8888888888889,7.375
2024-01-19 01:41:00,2.0,94.75,83.5,0.6745220561702487,1073741824.0,0.0,0.9999999999999998,0.0,1.0101494445776378,2191360.0,0.1213918407525312,238.5111111111111,6.5
2024-01-19 01:42:00,2.0,90.125,81.0,0.6390967560044161,1073741824.0,0.0222222222222222,0.7999999999999998,1.11111111111112,1.0167764189400936,2191360.0,0.125210492995222,195.8444444444445,6.125
2024-01-19 01:43:00,2.0,99.0,89.125,0.6398250043565225,1073741824.0,0.0222222222222222,1.0888888888888888,0.8333333333333004,0.9977841088952236,2191360.0,0.1101965561522701,196.6,4.75
2024-01-19 01:44:00,2.0,86.875,78.5,0.6217700682149934,1073741824.0,0.0,0.8444444444444443,0.0,0.99027409372237,2191360.0,0.1168197719295595,202.97777777777776,5.75
2024-01-19 01:45:00,2.0,82.5,76.375,0.5949327028593154,1073741824.0,0.0222222222222222,0.6888888888888888,1.1111111111111018,1.0122729504172665,2191360.0,0.1146959160975443,182.9111111111111,5.75
2024-01-19 01:46:00,2.0,89.375,83.0,0.5612855744665683,1073741824.0,0.0,0.5555555555555555,0.0,1.0042364721740829,2191360.0,0.1050076602577297,119.33333333333331,4.75
2024-01-19 01:47:00,2.0,85.375,78.375,0.522852229304976,1073741824.0,0.0,0.4888888888888888,0.0,0.9983617615881212,2191360.0,0.1120856068803789,116.6222222222222,5.0
2024-01-19 01:48:00,2.0,83.625,77.875,0.4460301705566429,1073741824.0,0.0,0.3333333333333332,0.0,0.9774848984074808,2191360.0,0.1195905002959429,98.33333333333331,4.125
2024-01-19 01:49:00,2.0,93.125,87.25,0.4089653394601564,1073741824.0,0.0,0.4222222222222221,0.0,1.01866883116883,2191360.0,0.1039123894903622,100.06666666666663,3.625
2024-01-19 01:50:00,2.0,94.0,85.0,0.3656270053368289,1073741824.0,0.0222222222222222,0.3777777777777777,0.8333333333333305,0.9931458945307126,2191360.0,0.1100178622501024,99.06666666666663,4.0
2024-01-19 01:51:00,2.0,96.375,84.75,0.3526125660562138,1073741824.0,0.0,0.3999999999999999,0.0,1.0108349267048973,2191360.0,0.0983032908620133,101.55555555555551,3.75
2024-01-19 01:52:00,1.0,109.375,95.0,0.3447582303019821,1073741824.0,0.0222222222222222,0.4222222222222221,1.111111111111028,1.0135665433344694,2191360.0,0.0986767332332621,92.97777777777776,4.125
2024-01-19 01:53:00,1.0,104.0,83.375,0.3320678063798652,1073741824.0,0.0,0.3777777777777777,0.0,0.9953606073386896,2191360.0,0.1156193863479595,83.04444444444442,3.875
2024-01-19 01:54:00,1.0,96.5,76.25,0.6848126310191245,1073741824.0,0.0,0.4222222222222221,0.0,0.9989997499374892,2191360.0,0.0525806907727228,112.33333333333331,5.875
2024-01-19 01:55:00,2.0,96.5,81.25,0.360216974803446,536870912.0,0.0222222222222222,0.6444444444444444,1.1111111111111178,0.9811203961621792,2371584.0,0.0592010610194766,126.24444444444444,7.0
2024-01-19 01:56:00,2.0,57.5,48.125,0.4697744650819841,1073741824.0,0.0243572222222222,0.7705005555555555,0.7307166666666669,0.9450283421241013,2269184.0,0.0535209535672789,153.97702777777775,5.541666666666666
2024-01-19 01:57:00,2.0,48.0,41.375,0.5356657762971002,1073741824.0,0.0222222222222222,0.6444444444444444,1.1111111111111107,0.9750841750841798,2269184.0,0.0986679609363188,170.8380292592593,5.5
2024-01-19 01:58:00,2.0,57.0,49.25,0.6066477848030984,1073741824.0,0.0222222222222222,0.7777777777777777,0.8333333333331051,1.0096596136154543,2269184.0,0.1058519581545664,165.62222222222218,5.625
2024-01-19 01:59:00,2.0,71.125,61.25,0.6581976061416221,1073741824.0,0.0,0.9333333333333332,0.0,0.9923392125423236,2269184.0,0.1125593193218081,229.71111111111108,6.875
2024-01-19 02:00:00,2.0,70.25,60.25,0.6914445551240332,1073741824.0,0.0,0.9999999999999998,0.0,0.999352471400818,2269184.0,0.1136567046661306,221.35555555555555,6.625
2024-01-19 02:01:00,2.0,80.75,68.0,0.6599147576280744,1073741824.0,0.0222494159528312,0.7783216523899581,1.1120643900846845,1.0102971148768405,2269184.0,0.1215280032502733,214.9539214595617,8.75
2024-01-19 02:02:00,2.0,91.875,79.0,0.6580188531367601,1073741824.0,0.0222222222222222,1.222222222222222,1.1111111111111185,1.01568225120914,2269184.0,0.1132500318876611,234.1777777777777,6.0
2024-01-19 02:03:00,2.0,80.625,68.875,0.66863544867967,1073741824.0,0.0,0.9555555555555554,0.0,0.982873534126379,2269184.0,0.1241972451529055,220.53333333333333,6.875
2024-01-19 02:04:00,2.0,87.875,76.25,0.6676415309768065,1073741824.0,0.0,1.022222222222222,0.0,1.008986928104562,2269184.0,0.1164263095616192,197.02222222222213,6.5
2024-01-19 02:05:00,2.0,97.375,85.375,0.6369214780414101,1073741824.0,0.0222222222222222,0.5999999999999999,0.833333333333332,0.993527508090612,2269184.0,0.124142954562727,194.3333333333333,6.375
2024-01-19 02:06:00,2.0,79.75,70.375,0.583795902373511,1073741824.0,0.0222222222222222,0.4222222222222221,1.1111111111111014,0.9943039495367688,2269184.0,0.1071765182890967,104.13333333333334,4.625
2024-01-19 02:07:00,2.0,96.0,82.75,0.594194656045399,1073741824.0,0.0222222222222222,1.1555555555555554,1.1111111111111054,0.9973142345568442,2269184.0,0.1154586715320875,277.2,7.375
2024-01-19 02:08:00,2.0,105.75,93.5,0.5912234693549736,1073741824.0,0.0,1.0444444444444445,0.0,1.0057100755203454,2269184.0,0.117691314258752,244.02222222222213,8.0
2024-01-19 02:09:00,2.0,91.125,81.0,0.5983680668918548,1073741824.0,0.0444444444444444,0.8666666666666665,0.8333333333333123,1.016739446870446,2269184.0,0.1122436113941871,245.7333333333333,7.25
2024-01-19 02:10:00,2.0,100.5,90.125,0.6138672202915585,1073741824.0,0.0,0.911111111111111,0.0,1.0086587533688842,2269184.0,0.1180495202021125,208.5555555555556,6.625
2024-01-19 02:11:00,2.0,112.125,100.375,0.660108901843568,1073741824.0,0.0,0.8888888888888888,0.0,0.9800258959101764,2269184.0,0.1184605595845748,213.88888888888889,8.0
2024-01-19 02:12:00,2.0,91.875,84.75,0.6352964505688323,1073741824.0,0.0444444444444444,0.6444444444444444,0.930735930735882,1.0041883747063094,2269184.0,0.106053061032744,214.46666666666664,7.0
2024-01-19 02:13:00,2.0,101.75,94.0,0.6122917924126342,1073741824.0,0.0,0.911111111111111,0.0,1.0111775409410004,2269184.0,0.1200208113912171,252.2222222222221,8.5
2024-01-19 02:14:00,2.0,109.125,101.0,0.6244415935797152,1073741824.0,0.0,0.7777777777777777,0.0,0.9916826615483476,2269184.0,0.1295178509094994,249.8222222222222,9.0
2024-01-19 02:15:00,2.0,87.625,79.875,0.6383100471832092,1073741824.0,0.0222222222222222,1.222222222222222,1.1111111111110905,0.965986394557814,2269184.0,0.1143101837325737,300.79999999999995,8.375
2024-01-19 02:16:00,2.0,96.5,88.25,0.6459845589340009,1073741824.0,0.0,1.0,0.0,1.0162013098931495,2269184.0,0.1217462390372618,284.8222222222222,7.0
