Time,pods,conn-pool_jdbc_TradeDataSource,conn-pool_jms_TradeStreamerTCF,cpu,heap,jvm_total_scavenge,jvm_total_global,jvm_seconds_scavenge,jvm_seconds_global,memory,rt,tp,thread_pool
2024-01-23 00:00:00,1.0,19.33333333333333,14.0,0.309906821338285,536870912.0,0.6666666666666666,0.0444444444444444,1.0157016683022573,0.8626198083067099,1171456.0,0.1805746025458898,136.1955961111111,9.0
2024-01-23 00:01:00,1.0,30.75,25.0,0.6496890529784634,536870912.0,0.8460425247690082,0.0222642769676054,0.9912699297429424,0.8332561586816647,1171456.0,0.0901833255001253,218.14538572859848,12.5
2024-01-23 00:02:00,1.0,47.0,40.0,1.0156038232037226,536870912.0,0.8888888888888888,0.0222222222222222,1.015843997562461,1.1111111111111194,1171456.0,0.0797201912119947,264.46666666666664,13.0
2024-01-23 00:03:00,3.0,72.5,60.0,0.5629580905467918,1610612736.0,1.0444444444444445,0.0585533333333333,1.0156250000000009,0.8103468749999984,5152768.0,0.0827063895255105,381.5111111111111,8.833333333333334
2024-01-23 00:04:00,6.0,41.0,32.888888888888886,0.4488739913128258,1610612736.0,1.5555555555555554,0.0666666666666666,0.9991069435141754,1.111111111111111,7929856.0,0.2374119348001619,455.93367740740746,11.083333333333334
2024-01-23 00:05:00,9.0,30.652777777777786,26.125,0.3821471398733252,3221225472.0,2.466431687518304,0.1555417324978315,0.9989402565074976,0.9846174924961776,9814016.0,0.4449757081703992,622.9921945445624,7.75
2024-01-23 00:06:00,9.0,30.33333333333333,24.22222222222222,0.4814248162391787,4831838208.0,2.655705692287564,0.1541867914509786,0.938306437782128,0.8533148001775517,9195520.0,0.6341030592323046,663.8916175463343,6.611111111111111
2024-01-23 00:07:00,9.0,43.19444444444445,36.19444444444444,0.5386669676235802,4831838208.0,3.0667002489329094,0.0888898765871075,1.0034755224862837,1.0168185042890163,9195520.0,0.5027173294185863,897.268712586842,6.055555555555555
2024-01-23 00:08:00,9.0,58.80555555555556,50.55555555555556,0.5511471523923006,4831838208.0,3.6000755627003267,0.0888898765871075,0.9983456051371358,1.016175468743445,9195520.0,0.4924117772244791,915.017263301504,6.75
2024-01-23 00:09:00,9.0,68.58333333333333,60.16666666666666,0.5125343239643664,4831838208.0,3.866666666666666,0.1333333333333333,1.0008239941419743,1.010284331518455,9195520.0,0.440892844092665,951.6444444444444,7.444444444444445
2024-01-23 00:10:00,9.0,74.63888888888887,67.16666666666667,0.4546900546913943,4831838208.0,3.377733339258469,0.0222192596542683,1.0068761804363549,0.8333388964796403,9195520.0,0.4367303222850544,885.5852671495655,6.138888888888889
2024-01-23 00:11:00,9.0,82.30555555555556,75.88888888888889,0.4009661515957756,4831838208.0,3.577822225185382,0.1111125926913646,0.9881859231503152,0.9166655187297792,9195520.0,0.4994653006113702,820.4081412834933,6.111111111111111
2024-01-23 00:12:00,6.0,85.19444444444444,76.22222222222223,0.3715724345096066,4831838208.0,3.155555555555555,0.0,1.036224953035291,0.0,9195520.0,0.3558190980710828,766.2666666666667,5.500000000000001
2024-01-23 00:13:00,6.0,82.38888888888889,74.25,0.4483347231094529,4831838208.0,2.5329508807512844,0.0222222222222222,0.9867144305234608,1.111111111111112,9195520.0,0.3030397635769554,684.5294145514571,5.805555555555555
