Time,pods,conn-pool_jms_TradeStreamerTCF,conn-pool_jdbc_TradeDataSource,cpu,heap,jvm_total_global,jvm_total_scavenge,jvm_seconds_global,jvm_seconds_scavenge,memory,rt,tp,thread_pool
2024-01-20 12:01:00,1.0,8.25,14.5,0.1678213580289863,536870912.0,0.0222222222222222,0.7777777777777777,1.111111111110998,0.9542645241038316,1056768.0,0.1203821724605207,128.09897629629629,9.0
2024-01-20 12:02:00,1.0,25.0,36.5,0.5229182097423795,536870912.0,0.0222222222222222,0.9555555555555556,1.1111111111111465,0.9853445587776746,1056768.0,0.1091481867516967,282.37777777777774,14.5
2024-01-20 12:03:00,1.0,39.0,52.0,1.0345251830278104,536870912.0,0.0222222222222222,0.8222222222222221,0.8333333333330996,1.0068270696626267,1056768.0,0.0834695282713151,285.37777777777774,15.5
2024-01-20 12:04:00,3.0,61.25,40.625,0.5463875777671766,1610612736.0,0.0222222222222222,1.1777777777777776,0.8333333333334418,0.9675531025255036,3280896.0,0.0720822193982056,423.6888888888888,9.583333333333332
2024-01-20 12:05:00,4.0,33.75,44.0,0.6166225455699271,2147483648.0,0.0444444444444444,2.031075555555556,0.9292157256609588,0.9798696760666032,4100096.0,0.1842722896349163,513.7395777777779,9.375
2024-01-20 12:06:00,6.0,38.77083333333333,47.125,0.4955900689660422,2147483648.0,0.0888879012784616,2.5333027174100904,0.8860766410483677,0.984674205981776,6311936.0,0.2546616416730067,639.0429621832012,9.6875
2024-01-20 12:07:00,6.0,33.25,38.52777777777778,0.5926661259276446,3221225472.0,0.111111111111111,1.933333333333333,1.062355658198617,1.00701961556124,6033408.0,0.3110004025187267,494.1182283333333,5.5
2024-01-20 12:08:00,6.0,43.708333333333336,50.04166666666667,0.5813698327131868,3221225472.0,0.0222222222222222,0.8444395063923084,0.8333333333333295,0.9989729168278966,6033408.0,0.3387832959778662,236.1319595672291,4.541666666666667
2024-01-20 12:09:00,6.0,54.91666666666666,64.16666666666667,0.5587435868767168,3221225472.0,0.0888854326364047,2.644375319394761,1.0360467381873018,0.9880986933133704,6033408.0,0.2945906609537168,642.7834535477343,6.208333333333334
2024-01-20 12:10:00,6.0,60.625,69.20833333333333,0.5255912302988216,3221225472.0,0.0666666666666666,2.488888888888889,0.9661835748792302,1.017095599580326,6033408.0,0.305544928639301,674.2222222222223,6.666666666666666
2024-01-20 12:11:00,6.0,66.125,73.79166666666667,0.4765285638095771,3221225472.0,0.0444444444444444,2.933333333333333,1.1111111111111032,0.996667123225132,6033408.0,0.2919367980112263,761.4888888888888,7.208333333333333
2024-01-20 12:12:00,6.0,76.20833333333334,82.58333333333333,0.4380035984646424,3221225472.0,0.0666666666666666,2.266666666666666,1.1111111111111105,0.985858585858586,6033408.0,0.3089057069114493,689.2888888888889,6.5
2024-01-20 12:13:00,4.0,78.29166666666666,85.33333333333333,0.4452352165495212,3221225472.0,0.0,3.1111111111111107,0.0,0.9850905218317352,6033408.0,0.2134281039315568,728.0000000000001,6.791666666666667
2024-01-20 12:14:00,4.0,73.45833333333334,81.83333333333333,0.6547725944400453,3221225472.0,0.0666666666666666,2.3777777777777773,1.0119047619047594,1.0043120738066575,6033408.0,0.1875705605770294,504.0444444444443,6.583333333333334
2024-01-20 12:15:00,4.0,87.6875,92.0625,0.6409686313975897,2147483648.0,0.0,2.6,0.0,0.9932925662327032,4005888.0,0.2188053361401857,606.3333333333334,8.1875
